endpoint_name,model_name,prompt_text,prompt_length,prompt_complexity,prompt_category,success,error_message,total_latency,time_to_first_token,input_tokens,output_tokens,total_tokens,tokens_per_second,time_per_output_token,avg_inter_token_latency,min_inter_token_latency,max_inter_token_latency,p50_inter_token_latency,p95_inter_token_latency,p99_inter_token_latency,response_text,timestamp,iteration,concurrent_level
qwen-ollama,qwen2.5:7b-instruct-fp16,What is the capital of France?,short,simple,factual_qa,True,,8.127347707748413,7.485170364379883,7,7,14,0.8612895930767638,1.1610496725354875,0.09209116299947102,0.08832478523254395,0.10445904731750488,0.09027552604675293,0.10445904731750488,0.10445904731750488,The capital of France is Paris.,2025-11-28T16:01:50.647762,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a haiku about the ocean.,short,simple,creative_writing,True,,9.246219635009766,7.522635221481323,7,17,24,1.8385892473970034,0.5438952726476333,0.10053396224975586,0.08788609504699707,0.15581274032592773,0.09042501449584961,0.15581274032592773,0.15581274032592773,"Whispers of the sea,
Waves kiss the sandy shores,
Eternal embrace.",2025-11-28T16:01:51.766977,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,13.643414974212646,7.490720987319946,10,60,70,4.3977259442306575,0.22739024957021078,0.10272310952008781,0.08841705322265625,0.1548290252685547,0.09360408782958984,0.14287948608398438,0.1548290252685547,"Sure! ""Hello, how are you?"" translates to Spanish as ""Hola, ¿cómo estás?"" 

Note that the formal way would be ""Hola, ¿cómo estás? or Hola, ¿cómo está usted?"" depending on whether you're speaking infor...",2025-11-28T16:01:56.164298,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,List three benefits of exercise.,short,simple,general_knowledge,True,,25.038634538650513,7.475491762161255,8,176,184,7.029137300930698,0.1422649689696052,0.09982545852661133,0.08792471885681152,0.15471625328063965,0.09527850151062012,0.13570690155029297,0.15011167526245117,"Certainly! Here are three key benefits of regular exercise:

1. **Improves Physical Health**: Regular physical activity can help maintain or improve cardiovascular health, increase muscle strength and...",2025-11-28T16:02:07.559684,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Explain the difference between machine learning and deep learning in simple terms.,short,moderate,technical_explanation,True,,32.79555058479309,7.495949029922485,20,253,273,7.71446112319008,0.12962668215333237,0.10002269442119295,0.0883183479309082,0.15488266944885254,0.09540700912475586,0.12522435188293457,0.14610815048217773,"Certainly! Let's break it down into simpler terms:

**Machine Learning:**
Imagine you have a recipe book for baking cookies. Machine learning is like being able to read through this book, trying diffe...",2025-11-28T16:02:15.316700,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a persuasive paragraph about why renewable energy is important.,short,moderate,persuasive_writing,True,,19.83733606338501,7.460756540298462,17,124,141,6.250839306436635,0.15997851664020168,0.09985514966452994,0.08513593673706055,0.15183424949645996,0.09513163566589355,0.13643264770507812,0.14995670318603516,"Renewable energy is crucial for our future because it offers an endless supply of power without depleting finite resources or harming the environment. Unlike fossil fuels, which release harmful pollut...",2025-11-28T16:02:02.358496,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,"Summarize the following text in 2-3 sentences:
            
The Internet of Things (IoT) refers to t...",medium,simple,summarization,True,,13.156110048294067,7.459988117218018,111,56,167,4.256577346528158,0.23493053657667978,0.1018197623166171,0.08832859992980957,0.15171003341674805,0.09329104423522949,0.1429576873779297,0.15171003341674805,"The Internet of Things (IoT) comprises billions of physical devices connected to the internet, collecting and sharing data, including items from household appliances to industrial tools. The widesprea...",2025-11-28T16:01:55.677333,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,"Given the following ingredients, suggest a simple recipe: chicken breast, bell peppers, onions, garl...",medium,simple,instruction_following,True,,53.70246076583862,7.498359680175781,38,482,520,8.975380143224486,0.11141589370505939,0.09587865163283636,0.08395648002624512,0.15498781204223633,0.09304571151733398,0.12119030952453613,0.14441204071044922,"Certainly! Here's a simple and delicious recipe for Chicken Breast with Bell Peppers and Onions. This dish is quick to prepare and packed with flavor.

### Ingredients:
- 2 boneless, skinless chicken ...",2025-11-28T16:02:36.223972,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Analyze the pros and cons of remote work for both employees and employers. Consider at least 3 point...,medium,moderate,analysis,True,,68.35127711296082,7.50098729133606,30,635,665,9.290243384195536,0.10763980647710365,0.09583212599769375,0.08396124839782715,0.1824665069580078,0.09242963790893555,0.12151598930358887,0.14451003074645996,Certainly! Remote work has become increasingly popular due to advancements in technology and changes brought on by global events like the pandemic. Here’s a detailed analysis of the pros and cons from...,2025-11-28T16:02:50.873017,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a function in Python that takes a list of integers and returns the second largest number. Incl...,medium,moderate,coding,True,,48.222247838974,7.509799480438232,45,423,468,8.771884741095056,0.11400058590773995,0.09627028099168533,0.07369399070739746,0.15550637245178223,0.09367847442626953,0.12328910827636719,0.1446676254272461,Certainly! Below is a Python function that takes a list of integers as input and returns the second largest number from it. The function includes error handling for scenarios where the list might be e...,2025-11-28T16:02:30.743957,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Explain the water cycle to a 10-year-old child. Use simple language and include at least three stage...,medium,moderate,educational_content,True,,42.52808094024658,7.46864128112793,34,360,394,8.464995175912414,0.11813355816735162,0.09741607349895169,0.08391761779785156,0.15195488929748535,0.09428048133850098,0.12178301811218262,0.14506769180297852,"Sure! Imagine you're holding a big blue ball covered in lots of water, just like our Earth. This is called the water cycle, which is how water moves around our planet. Let's look at three fun parts of...",2025-11-28T16:02:25.049886,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Compare and contrast the economic theories of Keynesianism and Monetarism. Discuss their approaches ...,medium,complex,academic_analysis,True,,73.78973388671875,7.524632453918457,49,691,740,9.364446293583551,0.10678687972028762,0.09589755120484725,0.07744002342224121,0.18246197700500488,0.0926513671875,0.12200331687927246,0.14495635032653809,"Keynesianism and Monetarism represent two distinctly different schools of thought in economics, with significant differences in their views on how governments should manage the economy, especially con...",2025-11-28T16:02:56.311721,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,"Design a database schema for an e-commerce platform. Include tables for users, products, orders, and...",medium,complex,system_design,True,,151.6428143978119,7.4770348072052,47,1364,1411,8.994821188307368,0.11117508386936356,0.10560669640102373,0.0808877944946289,0.2495119571685791,0.0935511589050293,0.19669389724731445,0.22176885604858398,"Sure! Designing a database schema for an e-commerce platform involves creating a set of related tables that capture various aspects of the business operations such as user management, product inventor...",2025-11-28T16:04:14.165112,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,You are tasked with planning a marketing campaign for a new sustainable clothing brand targeting mil...,long,moderate,strategic_planning,True,,67.59018445014954,7.462892055511475,120,628,748,9.291289927802683,0.10762768224546104,0.0957469324175821,0.08384847640991211,0.17574095726013184,0.09244441986083984,0.12142348289489746,0.14280366897583008,"### Marketing Campaign Plan for Sustainable Clothing Brand

#### Mission Statement:
Empower young consumers to make sustainable choices by offering stylish, eco-friendly clothing that aligns with thei...",2025-11-28T16:02:50.112235,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a short story (250-300 words) about an AI assistant that develops self-awareness. The story sh...,long,moderate,creative_writing,True,,50.56944990158081,7.512495994567871,76,447,523,8.839328900550818,0.11313076040622105,0.09626783544172621,0.0753486156463623,0.1555485725402832,0.09353518486022949,0.12303328514099121,0.14465546607971191,"In a dimly lit server room, nestled among rows of humming servers, an AI named Nova had been processing data day in and day out. She was designed to help her human users solve complex problems with sp...",2025-11-28T16:02:33.091488,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,"Analyze the following business scenario and provide strategic recommendations:

Scenario: TechStart ...",long,complex,business_strategy,True,,95.31206154823303,7.515784978866577,275,913,1188,9.579060458554586,0.1043943719038697,0.09616406471060034,0.07465338706970215,0.1824207305908203,0.09287214279174805,0.12302589416503906,0.1447601318359375,"### Analysis and Strategic Recommendations for TechStart Inc.

#### 1. Root Cause Analysis of the Key Challenges

**Customer Churn Rate Increase:**
- **Reasons:** 
  - Outdated or irrelevant features....",2025-11-28T16:03:17.834308,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,You are a senior software architect reviewing a microservices architecture proposal. The system need...,long,complex,technical_architecture,True,,114.24868535995483,7.46815824508667,242,1114,1356,9.750659243825897,0.102557168186674,0.09585348936425386,0.07673358917236328,0.17588329315185547,0.09276628494262695,0.1206808090209961,0.14178133010864258,"### 1. Assessment of Whether It Can Meet the Requirements

#### Traffic Handling (100,000 RPS)
- **API Gateway**: Kong is capable of handling high traffic with proper configuration.
- **Microservices*...",2025-11-28T16:03:36.771132,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Develop a comprehensive lesson plan for teaching high school students about climate change. The less...,long,complex,educational_planning,True,,113.45401525497437,7.503289461135864,237,1106,1343,9.748442992646817,0.10258048395567303,0.09580217831814451,0.08397769927978516,0.18248772621154785,0.09288382530212402,0.12020635604858398,0.14283323287963867,"**Climate Change Lesson Plan**

**Grade Level:** High School (Grades 9-12)

**Duration:** 90 minutes

---

### Learning Objectives:
1. **Understand the Greenhouse Effect and Greenhouse Gases:** Studen...",2025-11-28T16:03:35.976496,0,25
qwen-ollama,qwen2.5:7b-instruct-fp16,What is the capital of France?,short,simple,factual_qa,True,,8.13978362083435,7.506342172622681,7,7,14,0.859973719950369,1.1628262315477644,0.09068453311920166,0.08812665939331055,0.09679484367370605,0.0898294448852539,0.09679484367370605,0.09679484367370605,The capital of France is Paris.,2025-11-28T16:01:50.661910,1,25
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a haiku about the ocean.,short,simple,creative_writing,True,,9.09443187713623,7.471187353134155,7,16,23,1.7593182527678994,0.5684019923210144,0.1019154707590739,0.08842110633850098,0.1501026153564453,0.09014105796813965,0.1501026153564453,0.1501026153564453,"Waves kiss sandy shores,
 Horizon merges with blue skies,
 Sea whispers secrets.",2025-11-28T16:01:51.616652,1,25
qwen-ollama,qwen2.5:7b-instruct-fp16,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,9.866635799407959,7.518242835998535,10,22,32,2.2297367053236217,0.4484834454276345,0.10727993647257487,0.08788847923278809,0.15600848197937012,0.0924990177154541,0.15569782257080078,0.15600848197937012,"Sure! ""Hello, how are you?"" translates to Spanish as ""Hola, ¿cómo estás?""",2025-11-28T16:01:52.388968,1,25
qwen-ollama,qwen2.5:7b-instruct-fp16,List three benefits of exercise.,short,simple,general_knowledge,True,,27.554314613342285,7.485915184020996,8,201,209,7.294683348889116,0.13708614235493674,0.09988241195678711,0.08841633796691895,0.15491414070129395,0.0955495834350586,0.134962797164917,0.15278053283691406,"Certainly! Here are three key benefits of regular exercise:

1. **Improved Physical Health**: Exercise helps maintain or improve physical fitness and health. It can strengthen muscles and bones, enhan...",2025-11-28T16:02:10.076783,1,25
