endpoint_name,model_name,prompt_text,prompt_length,prompt_complexity,prompt_category,success,error_message,total_latency,time_to_first_token,input_tokens,output_tokens,total_tokens,tokens_per_second,time_per_output_token,avg_inter_token_latency,min_inter_token_latency,max_inter_token_latency,p50_inter_token_latency,p95_inter_token_latency,p99_inter_token_latency,response_text,timestamp,iteration,concurrent_level
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,What is the capital of France?,short,simple,factual_qa,True,,6.968756675720215,6.7329490184783936,7,7,14,1.0044833426870305,0.9955366679600307,0.03367602825164795,0.03283071517944336,0.03424358367919922,0.03384256362915039,0.03424358367919922,0.03424358367919922,The capital of France is Paris.,2025-11-09T17:21:09.910594,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,Write a haiku about the ocean.,short,simple,creative_writing,True,,0.8012621402740479,0.1942899227142334,7,19,26,23.712589232659383,0.04217169159337094,0.0318987766901652,0.029853105545043945,0.03386712074279785,0.03197455406188965,0.03386712074279785,0.03386712074279785,"Whispers of the deep,
Waves kiss the sandy shores,
Ocean's breath, alive.",2025-11-09T17:21:03.743434,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,2.6595566272735596,0.9295682907104492,10,54,64,20.304136203092625,0.049251048653214065,0.032032750687509215,0.028078317642211914,0.03758597373962402,0.03201103210449219,0.03314518928527832,0.03758597373962402,"Hello in Spanish is ""Hola,"" so the translation of ""Hello, how are you?"" would be ""Hola, ¿cómo estás?"" in informal situations. If you want to use the more formal version, it would be ""Hola, ¿cómo está?...",2025-11-09T17:21:05.601831,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,List three benefits of exercise.,short,simple,general_knowledge,True,,12.735722064971924,6.330846786499023,8,194,202,15.232744481255109,0.06564805188129857,0.03299601708051454,0.02475428581237793,0.04089474678039551,0.032833099365234375,0.035225868225097656,0.04035592079162598,"Certainly! Here are three significant benefits of regular exercise:

1. **Improved Physical Health**: Regular physical activity can help improve cardiovascular health, strengthen muscles and bones, an...",2025-11-09T17:21:15.678145,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,Explain the difference between machine learning and deep learning in simple terms.,short,moderate,technical_explanation,True,,16.548325777053833,7.538810968399048,20,271,291,16.376279005563983,0.06106393275665621,0.03324388133154975,0.024551868438720703,0.04092264175415039,0.03307080268859863,0.03602123260498047,0.039038658142089844,"Sure! Let's break it down into simple terms:

**Machine Learning:**
Imagine you have a box where you put in different colored balls (data), and each time, you tell the box which color is right or wron...",2025-11-09T17:21:19.490841,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,Write a persuasive paragraph about why renewable energy is important.,short,moderate,persuasive_writing,True,,13.298885822296143,8.148906707763672,17,157,174,11.805500257531566,0.08470627912290536,0.03280026790423271,0.025404930114746094,0.041075944900512695,0.03265690803527832,0.03545427322387695,0.03867459297180176,"Renewable energy is crucial for our sustainable future because it offers a clean, inexhaustible alternative to fossil fuels that deplete natural resources and harm the environment. Unlike coal, oil, a...",2025-11-09T17:21:16.241432,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,"Summarize the following text in 2-3 sentences:
            
The Internet of Things (IoT) refers to t...",medium,simple,summarization,True,,6.8662285804748535,5.149502515792847,111,52,163,7.573298702561369,0.1320428573168241,0.03300029623742197,0.02599310874938965,0.03980731964111328,0.0327756404876709,0.03546881675720215,0.03980731964111328,"The Internet of Things (IoT) encompasses an extensive network of physical devices, from household items to industrial tools, that are connected to the internet for data exchange. The proliferation of ...",2025-11-09T17:21:09.808820,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,"Given the following ingredients, suggest a simple recipe: chicken breast, bell peppers, onions, garl...",medium,simple,instruction_following,True,,18.37032723426819,4.5365071296691895,38,415,453,22.590778852640955,0.04426584875727274,0.033332632359675166,0.025908231735229492,0.04097294807434082,0.03316211700439453,0.035802602767944336,0.03810477256774902,"Certainly! Here's a simple and delicious recipe for Chicken and Bell Pepper Stir-Fry:

### Ingredients:
- 2 boneless, skinless chicken breasts
- 2 large bell peppers (any color of your choice)
- 1 lar...",2025-11-09T17:21:21.313149,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,Analyze the pros and cons of remote work for both employees and employers. Consider at least 3 point...,medium,moderate,analysis,True,,23.343002557754517,1.3438358306884766,30,659,689,28.23115828263837,0.03542185517109942,0.03337320513275981,0.023674964904785156,0.04061484336853027,0.03326129913330078,0.03608202934265137,0.0386807918548584,Certainly! Remote work has become increasingly popular due to advancements in technology and changes in workplace dynamics. Here’s an analysis of the pros and cons from both the employee and employer ...,2025-11-09T17:21:26.285979,0,25
qwen-vllm,Qwen/Qwen2.5-7B-Instruct,Write a function in Python that takes a list of integers and returns the second largest number. Incl...,medium,moderate,coding,True,,22.374253511428833,4.7273547649383545,45,525,570,23.464469986979832,0.04261762573605492,0.03360955269282101,0.023639917373657227,0.045006752014160156,0.03351593017578125,0.03643536567687988,0.038399696350097656,Certainly! Below is a Python function that takes a list of integers and returns the second largest number. It includes error handling for edge cases such as empty lists or lists with only one element....,2025-11-09T17:21:25.317402,0,25
