endpoint_name,model_name,prompt_text,prompt_length,prompt_complexity,prompt_category,success,error_message,total_latency,time_to_first_token,input_tokens,output_tokens,total_tokens,tokens_per_second,time_per_output_token,avg_inter_token_latency,min_inter_token_latency,max_inter_token_latency,p50_inter_token_latency,p95_inter_token_latency,p99_inter_token_latency,response_text,timestamp,iteration,concurrent_level
qwen-ollama,qwen2.5:7b-instruct-fp16,What is the capital of France?,short,simple,factual_qa,True,,21.29112935066223,21.096997499465942,7,7,14,0.32877542025652456,3.0415899072374617,0.02778176466623942,0.026798248291015625,0.030574798583984375,0.026996135711669922,0.030574798583984375,0.030574798583984375,The capital of France is Paris.,2025-11-11T20:18:26.390926,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a haiku about the ocean.,short,simple,creative_writing,True,,77.15886735916138,76.62769365310669,7,19,26,0.2462451906085951,4.06099301890323,0.027993043263753254,0.025940895080566406,0.029335498809814453,0.02816152572631836,0.029335498809814453,0.029335498809814453,"Whispers of the deep,
Waves kiss the sandy shores,
Ocean's breath so vast.",2025-11-11T20:19:22.259011,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,21.055617094039917,20.444512605667114,10,22,32,1.0448518275072263,0.9570735042745416,0.027811913263230098,0.026509523391723633,0.03242063522338867,0.026857852935791016,0.0293881893157959,0.03242063522338867,"Sure! ""Hello, how are you?"" translates to Spanish as ""Hola, ¿cómo estás?""",2025-11-11T20:18:26.155842,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,List three benefits of exercise.,short,simple,general_knowledge,True,,41.16970777511597,36.14944243431091,8,178,186,4.323567244448302,0.23129049311862904,0.028193492673884678,0.026495933532714844,0.031342506408691406,0.027716875076293945,0.030176162719726562,0.031145572662353516,"Certainly! Here are three key benefits of regular exercise:

1. **Improves Physical Health**: Regular physical activity can enhance cardiovascular health, strengthen muscles and bones, improve flexibi...",2025-11-11T20:18:46.270070,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,Explain the difference between machine learning and deep learning in simple terms.,short,moderate,technical_explanation,True,,20.404033184051514,8.982324600219727,20,408,428,19.996046679580324,0.05000988525502822,0.027991629349804627,0.013847112655639648,0.043998003005981445,0.027537822723388672,0.030292272567749023,0.03182196617126465,"Certainly! Machine learning and deep learning are both subsets of artificial intelligence (AI), but they approach problem-solving differently.

### Machine Learning:
Imagine you have a recipe book for...",2025-11-11T20:18:25.504518,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a persuasive paragraph about why renewable energy is important.,short,moderate,persuasive_writing,True,,45.598963022232056,41.20773220062256,17,155,172,3.399200107345178,0.29418685820794876,0.02832165476563689,0.023055553436279297,0.033736228942871094,0.0276796817779541,0.030663251876831055,0.03312039375305176,"Renewable energy is crucial for the future sustainability of our planet and our societies. As we face the pressing challenges of climate change, air pollution, and depleting fossil fuel reserves, tran...",2025-11-11T20:18:50.699483,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,"Summarize the following text in 2-3 sentences:
            
The Internet of Things (IoT) refers to t...",medium,simple,summarization,True,,8.934001445770264,7.209649562835693,111,60,171,6.715915635810262,0.14890002409617106,0.028717234983282575,0.02109813690185547,0.044924020767211914,0.028363466262817383,0.03407025337219238,0.044924020767211914,"The Internet of Things (IoT) encompasses billions of physical devices worldwide that are connected to the internet, collecting and sharing data, including everything from household items to industrial...",2025-11-11T20:18:14.034591,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,"Given the following ingredients, suggest a simple recipe: chicken breast, bell peppers, onions, garl...",medium,simple,instruction_following,True,,58.312156438827515,45.64103388786316,38,452,490,7.751385433227315,0.12900919566112282,0.028029267909521538,0.024363994598388672,0.03333115577697754,0.02756524085998535,0.02981090545654297,0.03215169906616211,"Certainly! Here's a straightforward recipe for a Chicken Breast with Bell Peppers and Onions that you can prepare at home:

### Quick Chicken Breast with Bell Peppers and Onions

#### Ingredients:
- 2...",2025-11-11T20:19:03.413004,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,Analyze the pros and cons of remote work for both employees and employers. Consider at least 3 point...,medium,moderate,analysis,True,,36.10802745819092,21.330129384994507,30,527,557,14.595092479372001,0.06851618113508713,0.02804298137983895,0.021802186965942383,0.03376603126525879,0.027515888214111328,0.029834270477294922,0.03207659721374512,"### Pros and Cons of Remote Work

#### For Employees:

**Pros:**

1. **Flexibility and Comfort**: Employees can often choose their workspace, leading to a more comfortable environment that suits their...",2025-11-11T20:18:41.209036,0,10
qwen-ollama,qwen2.5:7b-instruct-fp16,Write a function in Python that takes a list of integers and returns the second largest number. Incl...,medium,moderate,coding,True,,76.58957886695862,58.35475301742554,45,640,685,8.356228216265873,0.11967121697962284,0.028489907209488893,0.014453411102294922,0.04075479507446289,0.028632402420043945,0.030866146087646484,0.0332491397857666,"Certainly! Below is a Python function that finds the second largest number in a given list of integers, including appropriate error handling for edge cases such as empty lists or lists containing only...",2025-11-11T20:19:21.690710,0,10
