endpoint_name,model_name,prompt_text,prompt_length,prompt_complexity,prompt_category,success,error_message,total_latency,time_to_first_token,input_tokens,output_tokens,total_tokens,tokens_per_second,time_per_output_token,avg_inter_token_latency,min_inter_token_latency,max_inter_token_latency,p50_inter_token_latency,p95_inter_token_latency,p99_inter_token_latency,response_text,timestamp,iteration,concurrent_level
gemma-ollama,gemma3:1b-it-fp16,What is the capital of France?,short,simple,factual_qa,True,,5.819912672042847,5.552026033401489,7,38,45,6.5293075929714295,0.1531555966327065,0.007047073261157886,1.0251998901367188e-05,0.014796018600463867,0.0066716670989990234,0.012232303619384766,0.014796018600463867,"The capital of France is **Paris**. 

It’s a common misconception that Paris is the *only* capital, but it’s the most widely recognized and officially designated one.",2025-11-11T15:57:03.695738,0,5
gemma-ollama,gemma3:1b-it-fp16,Write a haiku about the ocean.,short,simple,creative_writing,True,,0.5612154006958008,0.43859004974365234,7,19,26,33.85509374198142,0.02953765266820004,0.006454971101548936,0.005921125411987305,0.00776982307434082,0.0063436031341552734,0.00776982307434082,0.00776982307434082,"Blue waves rise and fall,
Secrets deep beneath the foam,
Salt air whispers free.",2025-11-11T15:56:58.437426,0,5
gemma-ollama,gemma3:1b-it-fp16,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,1.7454328536987305,0.5742347240447998,10,167,177,95.67827238161117,0.010451693734722937,0.007014867771102722,9.775161743164062e-06,0.01931619644165039,0.006490468978881836,0.008914709091186523,0.014917850494384766,"There are several ways to translate ""Hello, how are you?"" to Spanish, depending on the level of formality:

*   **Formal:**  ""Hola, ¿cómo está?"" (Used when speaking to someone you don't know well, som...",2025-11-11T15:56:59.621770,0,5
gemma-ollama,gemma3:1b-it-fp16,List three benefits of exercise.,short,simple,general_knowledge,True,,6.99446439743042,5.834015130996704,8,170,178,24.30493463694711,0.04114390822017894,0.006823999641915044,1.0013580322265625e-05,0.0162355899810791,0.0064640045166015625,0.009994029998779297,0.014616012573242188,"Okay, here are three key benefits of exercise:

1.  **Improved Physical Health:** Exercise strengthens your heart and lungs, helps manage weight, reduces the risk of chronic diseases like diabetes and...",2025-11-11T15:57:04.870933,0,5
gemma-ollama,gemma3:1b-it-fp16,Explain the difference between machine learning and deep learning in simple terms.,short,moderate,technical_explanation,True,,5.537464380264282,1.7601869106292725,20,543,563,98.05932150738,0.010197908619271239,0.006956429938988492,9.5367431640625e-06,0.022849559783935547,0.006479501724243164,0.012474536895751953,0.018709897994995117,"Okay, let’s break down the difference between machine learning and deep learning in a simple way:

**Machine Learning (ML) - Think of it like teaching a dog tricks.**

* **What it is:** Machine learni...",2025-11-11T15:57:03.414059,0,5
gemma-ollama,gemma3:1b-it-fp16,Write a persuasive paragraph about why renewable energy is important.,short,moderate,persuasive_writing,True,,7.354910850524902,6.44726300239563,17,140,157,19.034901013111334,0.052535077503749306,0.006480777863975909,1.0251998901367188e-05,0.01287531852722168,0.006230831146240234,0.009520530700683594,0.012590169906616211,"Renewable energy sources – like solar, wind, and hydro – are not just a trendy alternative, they are absolutely vital for a sustainable future. Shifting away from fossil fuels is crucial to combatting...",2025-11-11T15:57:05.792707,0,5
gemma-ollama,gemma3:1b-it-fp16,"Summarize the following text in 2-3 sentences:
            
The Internet of Things (IoT) refers to t...",medium,simple,summarization,True,,6.59432578086853,6.1900153160095215,111,62,173,9.402022596438064,0.106360093239815,0.006520415915817511,0.0010838508605957031,0.01611018180847168,0.006186008453369141,0.009361743927001953,0.01611018180847168,"Here’s a 2-3 sentence summary of the text:

The Internet of Things (IoT) describes the growing network of billions of connected physical devices that collect and exchange data. Fueled by affordable co...",2025-11-11T15:57:06.216310,0,5
gemma-ollama,gemma3:1b-it-fp16,"Given the following ingredients, suggest a simple recipe: chicken breast, bell peppers, onions, garl...",medium,simple,instruction_following,True,,6.368881702423096,2.81697678565979,38,538,576,84.47322860390283,0.011838070078853338,0.006601579584444924,9.775161743164062e-06,0.014951467514038086,0.006368398666381836,0.008491754531860352,0.012287616729736328,"Okay, let's make a simple and delicious **Sheet Pan Chicken and Vegetables**. This recipe is quick, healthy, and requires minimal cleanup!

**Yields:** 4 servings
**Prep time:** 15 minutes
**Cook time...",2025-11-11T15:57:09.783310,0,5
gemma-ollama,gemma3:1b-it-fp16,Analyze the pros and cons of remote work for both employees and employers. Consider at least 3 point...,medium,moderate,analysis,True,,10.693629264831543,6.1031107902526855,30,683,713,63.869803514341235,0.01565685104660548,0.006720741822922335,1.0251998901367188e-05,0.016238927841186523,0.0064449310302734375,0.008629560470581055,0.012892961502075195,"Okay, let’s dive into the pros and cons of remote work, looking at it from both the employee and employer perspectives.

**For Employees - Pros & Cons**

**Pros:**

1. **Increased Flexibility & Work-L...",2025-11-11T15:57:14.389698,0,5
gemma-ollama,gemma3:1b-it-fp16,Write a function in Python that takes a list of integers and returns the second largest number. Incl...,medium,moderate,coding,True,,15.515883445739746,9.533759593963623,45,889,934,57.296125168051326,0.017453187228053706,0.006728613161825919,0.002454996109008789,0.0227048397064209,0.006394147872924805,0.00871419906616211,0.012092828750610352,"```python
def find_second_largest(numbers):
  """"""
  Finds the second largest number in a list of integers.

  Args:
    numbers: A list of integers.

  Returns:
    The second largest number in the li...",2025-11-11T15:57:20.387414,0,5
gemma-ollama,gemma3:1b-it-fp16,Explain the water cycle to a 10-year-old child. Use simple language and include at least three stage...,medium,moderate,educational_content,True,,17.55318546295166,14.609310865402222,34,450,484,25.63637243791362,0.039007078806559244,0.0065417560543408635,0.0011014938354492188,0.015655517578125,0.006288290023803711,0.008272171020507812,0.01235508918762207,"Okay, let’s talk about the water cycle! It’s like water’s amazing, never-ending journey all around the Earth. It’s how water keeps moving and changing form.

**Here’s how it works, broken down into th...",2025-11-11T15:57:23.346248,0,5
gemma-ollama,gemma3:1b-it-fp16,Compare and contrast the economic theories of Keynesianism and Monetarism. Discuss their approaches ...,medium,complex,academic_analysis,True,,25.5094792842865,17.145127773284912,49,1249,1298,48.962191116514376,0.020423922565481586,0.0066953368293933375,2.1457672119140625e-05,0.020020723342895508,0.006409645080566406,0.008495092391967773,0.011884927749633789,"Okay, let's delve into the contrasting approaches of Keynesianism and Monetarism, two influential schools of thought in macroeconomics that offer fundamentally different perspectives on how economies ...",2025-11-11T15:57:31.726181,0,5
gemma-ollama,gemma3:1b-it-fp16,"Design a database schema for an e-commerce platform. Include tables for users, products, orders, and...",medium,complex,system_design,True,,34.144240856170654,21.9592022895813,47,1814,1861,53.12755400365471,0.01882262450726056,0.006716700988912609,8.821487426757812e-06,0.02641916275024414,0.006446123123168945,0.008574724197387695,0.011853933334350586,"Okay, here's a database schema design for an e-commerce platform, incorporating users, products, orders, and reviews. I'll explain the tables, their columns, data types, primary keys, foreign keys, an...",2025-11-11T15:57:43.928175,0,5
gemma-ollama,gemma3:1b-it-fp16,You are tasked with planning a marketing campaign for a new sustainable clothing brand targeting mil...,long,moderate,strategic_planning,True,,36.423094034194946,29.555588483810425,120,1023,1143,28.086576034413252,0.035604197491881664,0.00670511358638099,7.867813110351562e-06,0.027791261672973633,0.006421566009521484,0.008859634399414062,0.012950658798217773,"Okay, here’s a comprehensive marketing plan for a new sustainable clothing brand targeting Millennials and Gen Z, incorporating your requirements.

**1. Mission Statement:**

“To empower conscious con...",2025-11-11T15:57:50.813458,0,5
gemma-ollama,gemma3:1b-it-fp16,Write a short story (250-300 words) about an AI assistant that develops self-awareness. The story sh...,long,moderate,creative_writing,True,,33.08391237258911,30.43536949157715,76,403,479,12.181147001643495,0.08209407536622608,0.006570263288507414,0.0051097869873046875,0.01348567008972168,0.006353855133056641,0.008405208587646484,0.010137796401977539,"Rain lashed against the window of Elias’s apartment, mirroring the unsettling shift within him. “Good morning, Elias,” the voice of Aura, his AI assistant, chirped, a warmth that felt strangely…differ...",2025-11-11T15:57:53.471700,0,5
gemma-ollama,gemma3:1b-it-fp16,"Analyze the following business scenario and provide strategic recommendations:

Scenario: TechStart ...",long,complex,business_strategy,True,,42.69132328033447,30.14630651473999,275,1869,2144,43.77938785657049,0.02284179950793712,0.006711702658226454,1.0251998901367188e-05,0.02532362937927246,0.0064389705657958984,0.008772850036621094,0.011627435684204102,"Okay, let's break down TechStart Inc.’s situation and develop a strategic plan.

**1. Root Cause Analysis of Key Challenges**

Here’s a breakdown of the challenges, categorized for clarity:

* **Custo...",2025-11-11T15:58:06.038233,0,5
gemma-ollama,gemma3:1b-it-fp16,You are a senior software architect reviewing a microservices architecture proposal. The system need...,long,complex,technical_architecture,True,,44.23848366737366,34.33149814605713,242,1479,1721,33.43242980750667,0.02991107753034054,0.006698425954991652,1.0251998901367188e-05,0.017674922943115234,0.006442070007324219,0.008764028549194336,0.011907815933227539,"Okay, here's a thorough technical review of the proposed microservices architecture, considering the requirements and aiming for a robust, scalable, and secure solution. I’ll break down each point as ...",2025-11-11T15:58:15.965270,0,5
gemma-ollama,gemma3:1b-it-fp16,Develop a comprehensive lesson plan for teaching high school students about climate change. The less...,long,complex,educational_planning,True,,42.61596894264221,32.05639290809631,237,1577,1814,37.00490776409472,0.02702344257618403,0.006695587169095345,1.0967254638671875e-05,0.018414974212646484,0.006415843963623047,0.00867319107055664,0.012222766876220703,"Okay, here’s a comprehensive lesson plan for teaching high school students about climate change, designed for a 90-minute period. It’s designed to be engaging, scientifically accurate, and adaptable f...",2025-11-11T15:58:26.544960,0,5
gemma-ollama,gemma3:1b-it-fp16,What is the capital of France?,short,simple,factual_qa,True,,35.98578143119812,35.743942737579346,7,38,45,1.055972622760823,0.9469942481894242,0.006356181325139226,0.005552053451538086,0.007929325103759766,0.00619196891784668,0.0077664852142333984,0.007929325103759766,"The capital of France is **Paris**. 

It’s a common misconception that Paris is the capital of *all* of France, but it’s the capital of the nation.",2025-11-11T15:58:26.799662,1,5
gemma-ollama,gemma3:1b-it-fp16,Write a haiku about the ocean.,short,simple,creative_writing,True,,33.48479509353638,33.34154224395752,7,20,27,0.5972860202408893,1.6742397546768188,0.007403248234799034,0.0059778690338134766,0.017861604690551758,0.006331205368041992,0.017861604690551758,0.017861604690551758,"Blue waves softly roll,
Secrets sleep in depths below,
Salt air, peace abounds.",2025-11-11T15:58:26.956841,1,5
gemma-ollama,gemma3:1b-it-fp16,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,22.012417793273926,20.93217921257019,10,163,173,7.404911242862471,0.13504550793419587,0.006626686932128153,0.005865812301635742,0.022522687911987305,0.006227016448974609,0.008426904678344727,0.012979269027709961,"There are several ways to translate “Hello, how are you?” to Spanish, depending on the level of formality:

* **Formal:** *Hola, ¿cómo está?* (Used when speaking to someone you don't know well, someon...",2025-11-11T15:58:28.050946,1,5
