endpoint_name,model_name,prompt_text,prompt_length,prompt_complexity,prompt_category,success,error_message,total_latency,time_to_first_token,input_tokens,output_tokens,total_tokens,tokens_per_second,time_per_output_token,avg_inter_token_latency,min_inter_token_latency,max_inter_token_latency,p50_inter_token_latency,p95_inter_token_latency,p99_inter_token_latency,response_text,timestamp,iteration,concurrent_level
llama-ollama,llama3.1:8b-instruct-fp16,What is the capital of France?,short,simple,factual_qa,True,,6.232289791107178,3.040128707885742,7,7,14,1.1231826880046984,0.8903271130153111,0.45690866311391193,0.4494056701660156,0.47058916091918945,0.4577782154083252,0.47058916091918945,0.47058916091918945,The capital of France is Paris.,2025-11-28T11:00:03.309498,0,50
llama-ollama,llama3.1:8b-instruct-fp16,Write a haiku about the ocean.,short,simple,creative_writing,True,,222.32802152633667,209.38393878936768,7,28,35,0.12594004034117293,7.940286483083453,0.46136354517053674,0.39289116859436035,0.5519092082977295,0.4563572406768799,0.48957371711730957,0.5519092082977295,"Here is a haiku about the ocean:

Waves crash on the shore
Peaceful blue meets endless sky
Nature's beauty reigns",2025-11-28T11:03:39.405562,0,50
llama-ollama,llama3.1:8b-instruct-fp16,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,207.48278093338013,174.18207263946533,10,72,82,0.34701674845546926,2.8817052907413907,0.4625217612360565,0.4350407123565674,0.4949324131011963,0.4608471393585205,0.48540639877319336,0.4949324131011963,"The translation of ""Hello, how are you?"" in Spanish is:

""Hola, ¿cómo estás?""

Here's a breakdown of the phrase:

* ""Hola"" means ""hello""
* ""¿Cómo"" means ""how""
* ""estás"" is the verb ""to be"" (you) in th...",2025-11-28T11:03:24.560470,0,50
llama-ollama,llama3.1:8b-instruct-fp16,List three benefits of exercise.,short,simple,general_knowledge,True,,135.04816603660583,73.9060640335083,8,132,140,0.9774290453098075,1.0230921669439836,0.4631904099733775,0.4567441940307617,0.5129327774047852,0.4618048667907715,0.4794597625732422,0.4977548122406006,"Here are three benefits of exercise:

1. **Improves Cardiovascular Health**: Regular exercise can help strengthen the heart and lungs, reducing the risk of heart disease, high blood pressure, and stro...",2025-11-28T11:02:12.125985,0,50
llama-ollama,llama3.1:8b-instruct-fp16,Explain the difference between machine learning and deep learning in simple terms.,short,moderate,technical_explanation,True,,210.29323077201843,3.05082106590271,20,450,470,2.139869164347238,0.46731829060448543,0.4605488862120495,0.42891907691955566,0.5130314826965332,0.4596850872039795,0.4782891273498535,0.4959123134613037,"Machine learning and deep learning are both subsets of artificial intelligence (AI), but they differ in their approach, complexity, and capability.

**Machine Learning (ML)**

Think of machine learnin...",2025-11-28T11:03:27.371211,0,50
llama-ollama,llama3.1:8b-instruct-fp16,Write a persuasive paragraph about why renewable energy is important.,short,moderate,persuasive_writing,True,,98.92573094367981,7.163125514984131,17,200,217,2.0217186983825632,0.49462865471839906,0.4587883206468132,0.42897629737854004,0.5130419731140137,0.4576871395111084,0.466228723526001,0.49214982986450195,"As our world grapples with the challenges of climate change, it's imperative that we prioritize the transition to renewable energy sources. Not only do fossil fuels contribute significantly to greenho...",2025-11-28T11:01:36.003734,0,50
llama-ollama,llama3.1:8b-instruct-fp16,"Summarize the following text in 2-3 sentences:
            
The Internet of Things (IoT) refers to t...",medium,simple,summarization,True,,232.40288734436035,198.2450397014618,111,74,185,0.3184125672688022,3.1405795587075724,0.4616736320600118,0.39473700523376465,0.5499405860900879,0.4568805694580078,0.4878714084625244,0.5499405860900879,"Here is a summary of the text in 2-3 sentences:

The Internet of Things (IoT) refers to the vast network of physical devices connected to the internet. These devices range from everyday household item...",2025-11-28T11:03:49.480905,0,50
llama-ollama,llama3.1:8b-instruct-fp16,"Given the following ingredients, suggest a simple recipe: chicken breast, bell peppers, onions, garl...",medium,simple,instruction_following,True,,204.23195362091064,3.052703380584717,38,437,475,2.1397239376711177,0.4673500082858367,0.46036253719154846,0.42894530296325684,0.5129852294921875,0.45960235595703125,0.46892380714416504,0.49576807022094727,"With these ingredients, I'd recommend a delicious and easy-to-make Chicken Pepper Stir-Fry recipe. Here's how to prepare it:

**Servings:** 4-6 people

**Cooking Time:** Approximately 20 minutes

**Re...",2025-11-28T11:03:21.310249,0,50
llama-ollama,llama3.1:8b-instruct-fp16,Analyze the pros and cons of remote work for both employees and employers. Consider at least 3 point...,medium,moderate,analysis,True,,242.97048997879028,3.025563955307007,30,521,551,2.144293325685271,0.46635410744489497,0.4605476869986607,0.3977475166320801,0.5453741550445557,0.45929908752441406,0.4825623035430908,0.4949169158935547,"Here's an analysis of the pros and cons of remote work for both employees and employers:

**Employees:**

Pros:

1. **Flexibility and autonomy**: Remote work allows employees to create their own sched...",2025-11-28T11:04:00.048993,0,50
llama-ollama,llama3.1:8b-instruct-fp16,Write a function in Python that takes a list of integers and returns the second largest number. Incl...,medium,moderate,coding,True,,221.39142203330994,3.066237688064575,45,472,517,2.131970587049141,0.4690496229519278,0.4625656088446356,0.39319849014282227,0.9294717311859131,0.4594724178314209,0.48255300521850586,0.49947333335876465,"**Second Largest Number Function**
=====================================

Here is a Python function that finds the second largest number in a given list of integers:
```python
def second_largest(numbe...",2025-11-28T11:03:38.469991,0,50
