endpoint_name,model_name,prompt_text,prompt_length,prompt_complexity,prompt_category,success,error_message,total_latency,time_to_first_token,input_tokens,output_tokens,total_tokens,tokens_per_second,time_per_output_token,avg_inter_token_latency,min_inter_token_latency,max_inter_token_latency,p50_inter_token_latency,p95_inter_token_latency,p99_inter_token_latency,response_text,timestamp,iteration,concurrent_level
gemma-vllm,google/gemma-3-1b-it,What is the capital of France?,short,simple,factual_qa,True,,15.120087623596191,14.590899467468262,7,41,48,2.7116244972030445,0.36878262496576075,0.01285812258720398,0.008521318435668945,0.014800071716308594,0.013158321380615234,0.014667034149169922,0.014800071716308594,"The capital of France is **Paris**. 

It’s a common misconception that Paris is the capital of *all* of France, but it’s the official and most widely recognized capital city.",2025-11-07T21:05:05.664032,0,50
gemma-vllm,google/gemma-3-1b-it,Write a haiku about the ocean.,short,simple,creative_writing,True,,3.672778844833374,3.374253749847412,7,23,30,6.262288303134533,0.15968603673188583,0.012906908988952637,0.01074528694152832,0.015622854232788086,0.012813806533813477,0.014221429824829102,0.015622854232788086,"Blue waves crash and roll,
Secrets deep, a salty breeze,
Peaceful, wild, and free.",2025-11-07T21:04:54.217076,0,50
gemma-vllm,google/gemma-3-1b-it,"Translate 'Hello, how are you?' to Spanish.",short,simple,translation,True,,1.921572208404541,0.23996305465698242,10,140,150,72.8570070839234,0.01372551577431815,0.012002975820637436,0.0021567344665527344,0.025131702423095703,0.011980533599853516,0.014853954315185547,0.01831984519958496,"There are several ways to translate ""Hello, how are you?"" to Spanish, depending on the level of formality:

*   **Formal:** ""Hola, ¿cómo está?"" (Used when speaking to someone you don't know well, some...",2025-11-07T21:04:52.466001,0,50
gemma-vllm,google/gemma-3-1b-it,List three benefits of exercise.,short,simple,general_knowledge,True,,4.619217157363892,2.565833330154419,8,159,167,34.42141700277598,0.02905168023499303,0.012915597686284705,0.00558781623840332,0.02202892303466797,0.012778282165527344,0.015008687973022461,0.02053689956665039,"Okay, here are three significant benefits of exercise:

1.  **Improved Physical Health:** Exercise strengthens your heart and lungs, helps maintain a healthy weight, and reduces your risk of chronic d...",2025-11-07T21:04:55.163742,0,50
gemma-vllm,google/gemma-3-1b-it,Explain the difference between machine learning and deep learning in simple terms.,short,moderate,technical_explanation,True,,14.555214166641235,7.56062388420105,20,534,554,36.687883385725954,0.027256955368242013,0.013091175462246836,1.0013580322265625e-05,0.03142261505126953,0.01290583610534668,0.0174558162689209,0.023076295852661133,"Okay, let's break down the difference between machine learning and deep learning in a simple way:

**Machine Learning (ML) – Think of it like teaching a dog tricks.**

* **What it is:** Machine learni...",2025-11-07T21:05:05.100003,0,50
gemma-vllm,google/gemma-3-1b-it,Write a persuasive paragraph about why renewable energy is important.,short,moderate,persuasive_writing,True,,16.18588376045227,14.41025996208191,17,136,153,8.402383336787281,0.11901385117979611,0.013051197263929578,0.004585742950439453,0.02388930320739746,0.012936115264892578,0.015161275863647461,0.019397497177124023,"Okay, here's a persuasive paragraph about the importance of renewable energy, aiming for a compelling and impactful tone:

""The future of our planet hinges on a decisive shift towards renewable energy...",2025-11-07T21:05:06.730567,0,50
gemma-vllm,google/gemma-3-1b-it,"Summarize the following text in 2-3 sentences:
            
The Internet of Things (IoT) refers to t...",medium,simple,summarization,True,,0.929297685623169,0.2393646240234375,111,58,169,62.412724035900645,0.016022373890054637,0.011895694230732164,0.006559848785400391,0.017498493194580078,0.011877298355102539,0.013189315795898438,0.017498493194580078,"Here’s a 2-3 sentence summary of the text:

The Internet of Things (IoT) describes the growing network of billions of interconnected physical devices that collect and exchange data. Fueled by affordab...",2025-11-07T21:04:51.474055,0,50
gemma-vllm,google/gemma-3-1b-it,"Given the following ingredients, suggest a simple recipe: chicken breast, bell peppers, onions, garl...",medium,simple,instruction_following,True,,8.409855365753174,0.9653222560882568,38,592,630,70.39360063322341,0.014205836766474956,0.01257187985325021,0.002466917037963867,0.023707151412963867,0.012492895126342773,0.014285802841186523,0.019906997680664062,"Okay, here’s a simple and delicious recipe using those ingredients – Chicken and Veggie Stir-Fry:

**Simple Chicken and Veggie Stir-Fry**

This recipe is quick, flavorful, and uses common ingredients....",2025-11-07T21:04:58.954888,0,50
gemma-vllm,google/gemma-3-1b-it,Analyze the pros and cons of remote work for both employees and employers. Consider at least 3 point...,medium,moderate,analysis,True,,10.283858060836792,1.7627274990081787,30,671,701,65.24788615620012,0.015326167005718021,0.012697285680628535,0.002733945846557617,0.023578882217407227,0.012613773345947266,0.014356851577758789,0.019774675369262695,"Okay, let's delve into the pros and cons of remote work, examining it from both the employee and employer perspectives.

**For Employees - Pros**

1. **Increased Flexibility & Work-Life Balance:** Thi...",2025-11-07T21:05:00.829084,0,50
gemma-vllm,google/gemma-3-1b-it,Write a function in Python that takes a list of integers and returns the second largest number. Incl...,medium,moderate,coding,True,,12.132737636566162,0.23938846588134766,45,938,983,77.31148798380141,0.012934688311904224,0.012676995235675172,0.0014801025390625,0.02594280242919922,0.01258540153503418,0.014755964279174805,0.02053046226501465,"```python
def find_second_largest(numbers):
  """"""
  Finds the second largest number in a list of integers.

  Args:
    numbers: A list of integers.

  Returns:
    The second largest number in the li...",2025-11-07T21:05:02.678183,0,50
gemma-vllm,google/gemma-3-1b-it,Explain the water cycle to a 10-year-old child. Use simple language and include at least three stage...,medium,moderate,educational_content,True,,5.666333436965942,0.23922228813171387,34,434,468,76.5927393486372,0.013056067827110466,0.012503842558651543,0.001990795135498047,0.023357152938842773,0.012436628341674805,0.01435089111328125,0.01823592185974121,"Okay, let’s talk about the water cycle! It’s like a giant, never-ending journey that water takes all around our planet. It’s how water keeps moving and changing, and it’s super important for all livin...",2025-11-07T21:04:56.211656,0,50
gemma-vllm,google/gemma-3-1b-it,Compare and contrast the economic theories of Keynesianism and Monetarism. Discuss their approaches ...,medium,complex,academic_analysis,True,,24.061010599136353,8.371070861816406,49,1200,1249,49.87321688154997,0.02005084216594696,0.01307438968916154,8.821487426757812e-06,0.03394365310668945,0.012933969497680664,0.01559901237487793,0.022338390350341797,"Okay, let's dive into the contrasting approaches of Keynesianism and Monetarism, two prominent schools of thought in macroeconomics that have significantly shaped how economists understand and manage ...",2025-11-07T21:05:14.606881,0,50
